"industry_code","industry_title"
"32411","NAICS 32411 Petroleum refineries"
"324110","NAICS 324110 Petroleum refineries"
"32412","NAICS 32412 Asphalt paving and roofing materials mfg."
"324121","NAICS 324121 Asphalt paving mixture and block mfg."
"324122","NAICS 324122 Asphalt shingle and coating materials mfg."
"32419","NAICS 32419 Other petroleum and coal products mfg."
"324191","NAICS 324191 Petroleum lubricating oil and grease mfg."
"324199","NAICS 324199 All other petroleum and coal products mfg."
"325","NAICS 325 Chemical manufacturing"
"3251","NAICS 3251 Basic chemical manufacturing"
"32511","NAICS 32511 Petrochemical manufacturing"
"325110","NAICS 325110 Petrochemical manufacturing"
"32512","NAICS 32512 Industrial gas manufacturing"
"325120","NAICS 325120 Industrial gas manufacturing"
"32513","NAICS 32513 Synthetic dye and pigment manufacturing"
"325130","NAICS 325130 Synthetic dye and pigment manufacturing"
"325131","NAICS07 325131 Inorganic dye and pigment manufacturing"
"325132","NAICS07 325132 Synthetic organic dye and pigment mfg."
"32518","NAICS 32518 Other basic inorganic chemical manufacturing"
"325180","NAICS 325180 Other basic inorganic chemical manufacturing"
"325181","NAICS07 325181 Alkalies and chlorine manufacturing"
"325182","NAICS07 325182 Carbon black manufacturing"
"325188","NAICS07 325188 All other basic inorganic chemical mfg."
"32519","NAICS 32519 Other basic organic chemical manufacturing"
"325191","NAICS07 325191 Gum and wood chemical manufacturing"
"325192","NAICS07 325192 Cyclic crude and intermediate manufacturing"
"325193","NAICS 325193 Ethyl alcohol manufacturing"
"325194","NAICS 325194 Cyclic crude, intermediate, wood chemical mfg"
"325199","NAICS 325199 All other basic organic chemical mfg."
"3252","NAICS 3252 Resin, rubber, and artificial fibers mfg."
"32521","NAICS 32521 Resin and synthetic rubber manufacturing"
"325211","NAICS 325211 Plastics material and resin manufacturing"
"325212","NAICS 325212 Synthetic rubber manufacturing"
"32522","NAICS 32522 Artificial fibers and filaments manufacturing"
"325220","NAICS 325220 Artificial fibers and filaments manufacturing"
"325221","NAICS07 325221 Cellulosic organic fiber manufacturing"
"325222","NAICS07 325222 Noncellulosic organic fiber manufacturing"
"3253","NAICS 3253 Agricultural chemical manufacturing"
"32531","NAICS 32531 Fertilizer manufacturing"
"325311","NAICS 325311 Nitrogenous fertilizer manufacturing"
"325312","NAICS 325312 Phosphatic fertilizer manufacturing"
"325314","NAICS 325314 Fertilizer, mixing only, manufacturing"
"32532","NAICS 32532 Pesticide and other ag. chemical mfg."
"325320","NAICS 325320 Pesticide and other ag. chemical mfg."
"3254","NAICS 3254 Pharmaceutical and medicine manufacturing"
"32541","NAICS 32541 Pharmaceutical and medicine manufacturing"
"325411","NAICS 325411 Medicinal and botanical manufacturing"
"325412","NAICS 325412 Pharmaceutical preparation manufacturing"
"325413","NAICS 325413 In-vitro diagnostic substance manufacturing"
"325414","NAICS 325414 Other biological product manufacturing"
"3255","NAICS 3255 Paint, coating, and adhesive manufacturing"
"32551","NAICS 32551 Paint and coating manufacturing"
"325510","NAICS 325510 Paint and coating manufacturing"
"32552","NAICS 32552 Adhesive manufacturing"
"325520","NAICS 325520 Adhesive manufacturing"
"3256","NAICS 3256 Soap, cleaning compound, and toiletry mfg."
"32561","NAICS 32561 Soap and cleaning compound manufacturing"
"325611","NAICS 325611 Soap and other detergent manufacturing"
"325612","NAICS 325612 Polish and other sanitation good mfg."
"325613","NAICS 325613 Surface active agent manufacturing"
"32562","NAICS 32562 Toilet preparation manufacturing"
"325620","NAICS 325620 Toilet preparation manufacturing"
"3259","NAICS 3259 Other chemical product and preparation mfg."
"32591","NAICS 32591 Printing ink manufacturing"
"325910","NAICS 325910 Printing ink manufacturing"
"32592","NAICS 32592 Explosives manufacturing"
"325920","NAICS 325920 Explosives manufacturing"
"32599","NAICS 32599 All other chemical preparation manufacturing"
"325991","NAICS 325991 Custom compounding of purchased resins"
"325992","NAICS 325992 Photographic film and chemical manufacturing"
"325998","NAICS 325998 Other miscellaneous chemical product mfg."
"326","NAICS 326 Plastics and rubber products manufacturing"
"3261","NAICS 3261 Plastics product manufacturing"
"32611","NAICS 32611 Plastics packaging materials, film and sheet"
"326111","NAICS 326111 Plastics bag and pouch manufacturing"
"326112","NAICS 326112 Plastics packaging film and sheet mfg."
"326113","NAICS 326113 Nonpackaging plastics film and sheet mfg."
"32612","NAICS 32612 Plastics pipe, fittings, and profile shapes"
"326121","NAICS 326121 Unlaminated plastics profile shape mfg."
"326122","NAICS 326122 Plastics pipe and pipe fitting manufacturing"
"32613","NAICS 32613 Laminated plastics plate, sheet, and shapes"
"326130","NAICS 326130 Laminated plastics plate, sheet, and shapes"
"32614","NAICS 32614 Polystyrene foam product manufacturing"
"326140","NAICS 326140 Polystyrene foam product manufacturing"
"32615","NAICS 32615 Urethane and other foam product manufacturing"
"326150","NAICS 326150 Urethane and other foam product manufacturing"
"32616","NAICS 32616 Plastics bottle manufacturing"
"326160","NAICS 326160 Plastics bottle manufacturing"
"32619","NAICS 32619 Other plastics product manufacturing"
"326191","NAICS 326191 Plastics plumbing fixture manufacturing"
"326192","NAICS07 326192 Resilient floor covering manufacturing"
"326199","NAICS 326199 All other plastics product manufacturing"
"3262","NAICS 3262 Rubber product manufacturing"
"32621","NAICS 32621 Tire manufacturing"
"326211","NAICS 326211 Tire manufacturing, except retreading"
"326212","NAICS 326212 Tire retreading"
"32622","NAICS 32622 Rubber and plastics hose and belting mfg."
"326220","NAICS 326220 Rubber and plastics hose and belting mfg."
"32629","NAICS 32629 Other rubber product manufacturing"
"326291","NAICS 326291 Rubber product mfg. for mechanical use"
"326299","NAICS 326299 All other rubber product manufacturing"
"327","NAICS 327 Nonmetallic mineral product manufacturing"
"3271","NAICS 3271 Clay product and refractory manufacturing"
"32711","NAICS 32711 Pottery, ceramics, and plumbing fixture mfg"
"327110","NAICS 327110 Pottery, ceramics, and plumbing fixture mfg"
"327111","NAICS07 327111 Vitreous china plumbing fixture manufacturing"
"327112","NAICS07 327112 Vitreous china and earthenware articles mfg."
"327113","NAICS07 327113 Porcelain electrical supply manufacturing"
"32712","NAICS 32712 Clay building material and refractories mfg."
"327120","NAICS 327120 Clay building material and refractories mfg"
"327121","NAICS07 327121 Brick and structural clay tile manufacturing"
"327122","NAICS07 327122 Ceramic wall and floor tile manufacturing"
"327123","NAICS07 327123 Other structural clay product manufacturing"
"327124","NAICS07 327124 Clay refractory manufacturing"
"327125","NAICS07 327125 Nonclay refractory manufacturing"
"3272","NAICS 3272 Glass and glass product manufacturing"
"32721","NAICS 32721 Glass and glass product manufacturing"
"327211","NAICS 327211 Flat glass manufacturing"
"327212","NAICS 327212 Other pressed and blown glass and glassware"
"327213","NAICS 327213 Glass container manufacturing"
"327215","NAICS 327215 Glass product mfg. made of purchased glass"
"3273","NAICS 3273 Cement and concrete product manufacturing"
"32731","NAICS 32731 Cement manufacturing"
"327310","NAICS 327310 Cement manufacturing"
"32732","NAICS 32732 Ready-mix concrete manufacturing"
"327320","NAICS 327320 Ready-mix concrete manufacturing"
"32733","NAICS 32733 Concrete pipe, brick, and block manufacturing"
"327331","NAICS 327331 Concrete block and brick manufacturing"
"327332","NAICS 327332 Concrete pipe manufacturing"
"32739","NAICS 32739 Other concrete product manufacturing"
"327390","NAICS 327390 Other concrete product manufacturing"
"3274","NAICS 3274 Lime and gypsum product manufacturing"
"32741","NAICS 32741 Lime manufacturing"
"327410","NAICS 327410 Lime manufacturing"
"32742","NAICS 32742 Gypsum product manufacturing"
"327420","NAICS 327420 Gypsum product manufacturing"
"3279","NAICS 3279 Other nonmetallic mineral products"
"32791","NAICS 32791 Abrasive product manufacturing"
"327910","NAICS 327910 Abrasive product manufacturing"
"32799","NAICS 32799 All other nonmetallic mineral products mfg."
"327991","NAICS 327991 Cut stone and stone product manufacturing"
"327992","NAICS 327992 Ground or treated minerals and earths mfg."
"327993","NAICS 327993 Mineral wool manufacturing"
"327999","NAICS 327999 Miscellaneous nonmetallic mineral products"
"331","NAICS 331 Primary metal manufacturing"
"3311","NAICS 3311 Iron and steel mills and ferroalloy mfg."
"33111","NAICS 33111 Iron and steel mills and ferroalloy mfg."
"331110","NAICS 331110 Iron and steel mills and ferroalloy mfg."
"331111","NAICS07 331111 Iron and steel mills"
"331112","NAICS07 331112 Ferroalloy and related product manufacturing"
"3312","NAICS 3312 Steel product mfg. from purchased steel"
"33121","NAICS 33121 Iron, steel pipe and tube from purchase steel"
"331210","NAICS 331210 Iron, steel pipe and tube from purchase steel"
"33122","NAICS 33122 Rolling and drawing of purchased steel"
"331221","NAICS 331221 Rolled steel shape manufacturing"
"331222","NAICS 331222 Steel wire drawing"
"3313","NAICS 3313 Alumina and aluminum production"
"33131","NAICS 33131 Alumina and aluminum production"
"331311","NAICS07 331311 Alumina refining"
"331312","NAICS07 331312 Primary aluminum production"
"331313","NAICS 331313 Alumina refining, primary aluminum production"
"331314","NAICS 331314 Secondary smelting and alloying of aluminum"
"331315","NAICS 331315 Aluminum sheet, plate, and foil manufacturing"
"331316","NAICS07 331316 Aluminum extruded product manufacturing"
"331318","NAICS 331318 Other aluminum rolling, drawing and extruding"
"331319","NAICS07 331319 Other aluminum rolling and drawing"
"3314","NAICS 3314 Other nonferrous metal production"
"33141","NAICS 33141 Other nonferrous metal production"
"331410","NAICS 331410 Other nonferrous metal production"
"331411","NAICS07 331411 Primary smelting and refining of copper"
"331419","NAICS07 331419 Primary nonferrous metal, except cu and al"
"33142","NAICS 33142 Rolled, drawn, extruded, and alloyed copper"
"331420","NAICS 331420 Rolled, drawn, extruded, and alloyed copper"
"331421","NAICS07 331421 Copper rolling, drawing, and extruding"
"331422","NAICS07 331422 Copper wire, except mechanical, drawing"
"331423","NAICS07 331423 Secondary processing of copper"
"33149","NAICS 33149 Nonferrous metal, except Cu and Al, shaping"
"331491","NAICS 331491 Nonferrous metal, except Cu and Al, shaping"
"331492","NAICS 331492 Secondary processing of other nonferrous"
"3315","NAICS 3315 Foundries"
"33151","NAICS 33151 Ferrous metal foundries"
"331511","NAICS 331511 Iron foundries"
"331512","NAICS 331512 Steel investment foundries"
"331513","NAICS 331513 Steel foundries, except investment"
"33152","NAICS 33152 Nonferrous metal foundries"
"331521","NAICS07 331521 Aluminum die-casting foundries"
"331522","NAICS07 331522 Nonferrous, except al, die-casting foundries"
"331523","NAICS 331523 Nonferrous metal die-casting foundries"
"331524","NAICS 331524 Aluminum foundries, except die-casting"
"331525","NAICS07 331525 Copper foundries, except die-casting"
"331528","NAICS07 331528 Other nonferrous foundries, exc. die-casting"
"331529","NAICS 331529 Other nonferrous foundries, exc. die-casting"
"332","NAICS 332 Fabricated metal product manufacturing"
"3321","NAICS 3321 Forging and stamping"
"33211","NAICS 33211 Forging and stamping"
"332111","NAICS 332111 Iron and steel forging"
"332112","NAICS 332112 Nonferrous forging"
"332114","NAICS 332114 Custom roll forming"
"332115","NAICS07 332115 Crown and closure manufacturing"
"332116","NAICS07 332116 Metal stamping"
"332117","NAICS 332117 Powder metallurgy part manufacturing"
"332119","NAICS 332119 Other metal stamping, except automotive"
"3322","NAICS 3322 Cutlery and handtool manufacturing"
"33221","NAICS 33221 Cutlery and handtool manufacturing"
"332211","NAICS07 332211 Cutlery and flatware, except precious, mfg."
"332212","NAICS07 332212 Hand and edge tool manufacturing"
"332213","NAICS07 332213 Saw blade and handsaw manufacturing"
"332214","NAICS07 332214 Kitchen utensil, pot, and pan manufacturing"
"332215","NAICS 332215 Metal cookware, cutlery and flatware mfg"
"332216","NAICS 332216 Saw blade and handtool manufacturing"
"3323","NAICS 3323 Architectural and structural metals mfg."
"33231","NAICS 33231 Plate work and fabricated structural products"
"332311","NAICS 332311 Prefabricated metal buildings and components"
"332312","NAICS 332312 Fabricated structural metal manufacturing"
"332313","NAICS 332313 Plate work manufacturing"
"33232","NAICS 33232 Ornamental and architectural metal products"
"332321","NAICS 332321 Metal window and door manufacturing"
"332322","NAICS 332322 Sheet metal work manufacturing"
"332323","NAICS 332323 Ornamental and architectural metal work mfg."
"3324","NAICS 3324 Boiler, tank, and shipping container mfg."
"33241","NAICS 33241 Power boiler and heat exchanger manufacturing"
"332410","NAICS 332410 Power boiler and heat exchanger manufacturing"
"33242","NAICS 33242 Metal tank, heavy gauge, manufacturing"
"332420","NAICS 332420 Metal tank, heavy gauge, manufacturing"
"33243","NAICS 33243 Metal can, box, and other container mfg."
"332431","NAICS 332431 Metal can manufacturing"
"332439","NAICS 332439 Other metal container manufacturing"
"3325","NAICS 3325 Hardware manufacturing"
"33251","NAICS 33251 Hardware manufacturing"
"332510","NAICS 332510 Hardware manufacturing"
"3326","NAICS 3326 Spring and wire product manufacturing"
"33261","NAICS 33261 Spring and wire product manufacturing"
"332611","NAICS07 332611 Spring, heavy gauge, manufacturing"
"332612","NAICS07 332612 Spring, light gauge, manufacturing"
"332613","NAICS 332613 Spring manufacturing"
"332618","NAICS 332618 Other fabricated wire product manufacturing"
"3327","NAICS 3327 Machine shops and threaded product mfg."
"33271","NAICS 33271 Machine shops"
"332710","NAICS 332710 Machine shops"
"33272","NAICS 33272 Turned product and screw, nut, and bolt mfg."
"332721","NAICS 332721 Precision turned product manufacturing"
"332722","NAICS 332722 Bolt, nut, screw, rivet, and washer mfg."
"3328","NAICS 3328 Coating, engraving, and heat treating metals"
"33281","NAICS 33281 Coating, engraving, and heat treating metals"
"332811","NAICS 332811 Metal heat treating"
"332812","NAICS 332812 Metal coating and nonprecious engraving"
"332813","NAICS 332813 Electroplating, anodizing, and coloring metal"
"3329","NAICS 3329 Other fabricated metal product manufacturing"
"33291","NAICS 33291 Metal valve manufacturing"
"332911","NAICS 332911 Industrial valve manufacturing"
"332912","NAICS 332912 Fluid power valve and hose fitting mfg."
"332913","NAICS 332913 Plumbing fixture fitting and trim mfg."
"332919","NAICS 332919 Other metal valve and pipe fitting mfg."
"33299","NAICS 33299 All other fabricated metal product mfg."
"332991","NAICS 332991 Ball and roller bearing manufacturing"
"332992","NAICS 332992 Small arms ammunition manufacturing"
"332993","NAICS 332993 Ammunition, except small arms, manufacturing"
"332994","NAICS 332994 Small arms and ordnance manufacturing"
"332995","NAICS07 332995 Other ordnance and accessories manufacturing"
"332996","NAICS 332996 Fabricated pipe and pipe fitting mfg."
"332997","NAICS07 332997 Industrial pattern manufacturing"
"332998","NAICS07 332998 Enameled iron and metal sanitary ware mfg."
"332999","NAICS 332999 Miscellaneous fabricated metal product mfg."
"333","NAICS 333 Machinery manufacturing"
"3331","NAICS 3331 Ag., construction, and mining machinery mfg."
"33311","NAICS 33311 Agricultural implement manufacturing"
"333111","NAICS 333111 Farm machinery and equipment manufacturing"
"333112","NAICS 333112 Lawn and garden equipment manufacturing"
"33312","NAICS 33312 Construction machinery manufacturing"
"333120","NAICS 333120 Construction machinery manufacturing"
"33313","NAICS 33313 Mining and oil and gas field machinery mfg."
"333131","NAICS 333131 Mining machinery and equipment manufacturing"
"333132","NAICS 333132 Oil and gas field machinery and equipment"
"3332","NAICS 3332 Industrial machinery manufacturing"
"33321","NAICS07 33321 Sawmill and woodworking machinery"
"333210","NAICS07 333210 Sawmill and woodworking machinery"
"33322","NAICS07 33322 Plastics and rubber industry machinery"
"333220","NAICS07 333220 Plastics and rubber industry machinery"
"33324","NAICS 33324 Industrial machinery manufacturing"
"333241","NAICS 333241 Food product machinery manufacturing"
"333242","NAICS 333242 Semiconductor machinery manufacturing"
"333243","NAICS 333243 Sawmill, woodworking, and paper machinery mfg"
"333244","NAICS 333244 Printing machinery and equipment mfg."
"333249","NAICS 333249 Other industrial machinery manufacturing"
"33329","NAICS07 33329 Other industrial machinery manufacturing"
"333291","NAICS07 333291 Paper industry machinery manufacturing"
"333292","NAICS07 333292 Textile machinery manufacturing"
"333293","NAICS07 333293 Printing machinery and equipment mfg."
"333294","NAICS07 333294 Food product machinery manufacturing"
"333295","NAICS07 333295 Semiconductor machinery manufacturing"
"333298","NAICS07 333298 All other industrial machinery manufacturing"
"3333","NAICS 3333 Commercial and service industry machinery"
"33331","NAICS 33331 Commercial and service industry machinery"
"333311","NAICS07 333311 Automatic vending machine manufacturing"
"333312","NAICS07 333312 Commercial laundry and drycleaning machinery"
"333313","NAICS07 333313 Office machinery manufacturing"
"333314","NAICS 333314 Optical instrument and lens manufacturing"
"333315","NAICS07 333315 Photographic and photocopying equipment mfg."
"333316","NAICS 333316 Photographic and photocopying equipment mfg."
"333318","NAICS 333318 Other commercial and service machinery mfg."
"333319","NAICS07 333319 Other commercial and service machinery mfg."
"3334","NAICS 3334 HVAC and commercial refrigeration equipment"
"33341","NAICS 33341 HVAC and commercial refrigeration equipment"
"333411","NAICS07 333411 Air purification equipment manufacturing"
"333412","NAICS07 333412 Industrial and commercial fan and blower mfg."
"333413","NAICS 333413 Fan, blower, air purification equipment mfg."
"333414","NAICS 333414 Heating equipment, except warm air furnaces"
"333415","NAICS 333415 AC, refrigeration, and forced air heating"
"3335","NAICS 3335 Metalworking machinery manufacturing"
"33351","NAICS 33351 Metalworking machinery manufacturing"
"333511","NAICS 333511 Industrial mold manufacturing"
"333512","NAICS07 333512 Metal cutting machine tool manufacturing"
"333513","NAICS07 333513 Metal forming machine tool manufacturing"
"333514","NAICS 333514 Special tool, die, jig, and fixture mfg."
"333515","NAICS 333515 Cutting tool and machine tool accessory mfg."
"333516","NAICS07 333516 Rolling mill machinery and equipment mfg."
"333517","NAICS 333517 Machine tool manufacturing"
"333518","NAICS07 333518 Other metalworking machinery manufacturing"
"333519","NAICS 333519 Other metalworking machinery manufacturing"
"3336","NAICS 3336 Turbine and power transmission equipment mfg."
"33361","NAICS 33361 Turbine and power transmission equipment mfg."
"333611","NAICS 333611 Turbine and turbine generator set units mfg."
"333612","NAICS 333612 Speed changer, drive, and gear manufacturing"
"333613","NAICS 333613 Mechanical power transmission equipment mfg."
"333618","NAICS 333618 Other engine equipment manufacturing"
"3339","NAICS 3339 Other general purpose machinery manufacturing"
"33391","NAICS 33391 Pump and compressor manufacturing"
"333911","NAICS 333911 Pump and pumping equipment manufacturing"
"333912","NAICS 333912 Air and gas compressor manufacturing"
"333913","NAICS 333913 Measuring and dispensing pump manufacturing"
"33392","NAICS 33392 Material handling equipment manufacturing"
"333921","NAICS 333921 Elevator and moving stairway manufacturing"
"333922","NAICS 333922 Conveyor and conveying equipment mfg."
"333923","NAICS 333923 Overhead cranes, hoists, and monorail systems"
"333924","NAICS 333924 Industrial truck, trailer, and stacker mfg."
"33399","NAICS 33399 All other general purpose machinery mfg."
"333991","NAICS 333991 Power-driven handtool manufacturing"
"333992","NAICS 333992 Welding and soldering equipment manufacturing"
"333993","NAICS 333993 Packaging machinery manufacturing"
"333994","NAICS 333994 Industrial process furnace and oven mfg."
"333995","NAICS 333995 Fluid power cylinder and actuator mfg."
"333996","NAICS 333996 Fluid power pump and motor manufacturing"
"333997","NAICS 333997 Scale and balance manufacturing"
"333999","NAICS 333999 Miscellaneous general purpose machinery mfg."
"334","NAICS 334 Computer and electronic product manufacturing"
"3341","NAICS 3341 Computer and peripheral equipment mfg."
"33411","NAICS 33411 Computer and peripheral equipment mfg."
"334111","NAICS 334111 Electronic computer manufacturing"
"334112","NAICS 334112 Computer storage device manufacturing"
"334113","NAICS07 334113 Computer terminal manufacturing"
"334118","NAICS 334118 Other computer peripheral equipment mfg"
"334119","NAICS07 334119 Other computer peripheral equipment mfg."
"3342","NAICS 3342 Communications equipment manufacturing"
"33421","NAICS 33421 Telephone apparatus manufacturing"
"334210","NAICS 334210 Telephone apparatus manufacturing"
"33422","NAICS 33422 Broadcast and wireless communications equip."
"334220","NAICS 334220 Broadcast and wireless communications equip."
"33429","NAICS 33429 Other communications equipment manufacturing"
"334290","NAICS 334290 Other communications equipment manufacturing"
"3343","NAICS 3343 Audio and video equipment manufacturing"
"33431","NAICS 33431 Audio and video equipment manufacturing"
"334310","NAICS 334310 Audio and video equipment manufacturing"
"3344","NAICS 3344 Semiconductor and electronic component mfg."
"33441","NAICS 33441 Semiconductor and electronic component mfg."
"334411","NAICS07 334411 Electron tube manufacturing"
"334412","NAICS 334412 Bare printed circuit board manufacturing"
"334413","NAICS 334413 Semiconductors and related device mfg."
"334414","NAICS07 334414 Electronic capacitor manufacturing"
"334415","NAICS07 334415 Electronic resistor manufacturing"
"334416","NAICS 334416 Capacitor, resistor, and inductor mfg."
"334417","NAICS 334417 Electronic connector manufacturing"
"334418","NAICS 334418 Printed circuit assembly manufacturing"
"334419","NAICS 334419 Other electronic component manufacturing"
"3345","NAICS 3345 Electronic instrument manufacturing"
"33451","NAICS 33451 Electronic instrument manufacturing"
"334510","NAICS 334510 Electromedical apparatus manufacturing"
"334511","NAICS 334511 Search, detection, and navigation instruments"
"334512","NAICS 334512 Automatic environmental control manufacturing"
"334513","NAICS 334513 Industrial process variable instruments"
"334514","NAICS 334514 Totalizing fluid meters and counting devices"
"334515","NAICS 334515 Electricity and signal testing instruments"
"334516","NAICS 334516 Analytical laboratory instrument mfg."
"334517","NAICS 334517 Irradiation apparatus manufacturing"
"334518","NAICS07 334518 Watch, clock, and part manufacturing"
"334519","NAICS 334519 Other measuring and controlling device mfg."
"3346","NAICS 3346 Magnetic media manufacturing and reproducing"
"33461","NAICS 33461 Magnetic media manufacturing and reproducing"
"334611","NAICS07 334611 Software reproducing"
"334612","NAICS07 334612 Audio and video media reproduction"
"334613","NAICS 334613 Blank magnetic and optical media mfg"
"334614","NAICS 334614 Software and prerecorded media reproducing"
"335","NAICS 335 Electrical equipment and appliance mfg."
"3351","NAICS 3351 Electric lighting equipment manufacturing"
"33511","NAICS 33511 Electric lamp bulb and part manufacturing"
"335110","NAICS 335110 Electric lamp bulb and part manufacturing"
"33512","NAICS 33512 Lighting fixture manufacturing"
"335121","NAICS 335121 Residential electric lighting fixture mfg."
"335122","NAICS 335122 Nonresidential electric lighting fixture mfg."
"335129","NAICS 335129 Other lighting equipment manufacturing"
"3352","NAICS 3352 Household appliance manufacturing"
"33521","NAICS 33521 Small electrical appliance manufacturing"
"335210","NAICS 335210 Small electrical appliance manufacturing"
"335211","NAICS07 335211 Electric housewares and household fan mfg."
"335212","NAICS07 335212 Household vacuum cleaner manufacturing"
"33522","NAICS 33522 Major appliance manufacturing"
"335221","NAICS 335221 Household cooking appliance manufacturing"
"335222","NAICS 335222 Household refrigerator and home freezer mfg."
"335224","NAICS 335224 Household laundry equipment manufacturing"
"335228","NAICS 335228 Other major household appliance manufacturing"
"3353","NAICS 3353 Electrical equipment manufacturing"
"33531","NAICS 33531 Electrical equipment manufacturing"
"335311","NAICS 335311 Electric power and specialty transformer mfg."
"335312","NAICS 335312 Motor and generator manufacturing"
"335313","NAICS 335313 Switchgear and switchboard apparatus mfg."
"335314","NAICS 335314 Relay and industrial control manufacturing"
"3359","NAICS 3359 Other electrical equipment and component mfg."
"33591","NAICS 33591 Battery manufacturing"
"335911","NAICS 335911 Storage battery manufacturing"
"335912","NAICS 335912 Primary battery manufacturing"
"33592","NAICS 33592 Communication and energy wire and cable mfg."
"335921","NAICS 335921 Fiber optic cable manufacturing"
"335929","NAICS 335929 Other communication and energy wire mfg."
"33593","NAICS 33593 Wiring device manufacturing"
"335931","NAICS 335931 Current-carrying wiring device manufacturing"
"335932","NAICS 335932 Noncurrent-carrying wiring device mfg."
"33599","NAICS 33599 Other electrical equipment and component mfg."
"335991","NAICS 335991 Carbon and graphite product manufacturing"
"335999","NAICS 335999 Miscellaneous electrical equipment mfg."
"336","NAICS 336 Transportation equipment manufacturing"
"3361","NAICS 3361 Motor vehicle manufacturing"
"33611","NAICS 33611 Automobile and light truck manufacturing"
"336111","NAICS 336111 Automobile manufacturing"
"336112","NAICS 336112 Light truck and utility vehicle manufacturing"
"33612","NAICS 33612 Heavy duty truck manufacturing"
"336120","NAICS 336120 Heavy duty truck manufacturing"
"3362","NAICS 3362 Motor vehicle body and trailer manufacturing"
"33621","NAICS 33621 Motor vehicle body and trailer manufacturing"
"336211","NAICS 336211 Motor vehicle body manufacturing"
"336212","NAICS 336212 Truck trailer manufacturing"
"336213","NAICS 336213 Motor home manufacturing"
"336214","NAICS 336214 Travel trailer and camper manufacturing"
"3363","NAICS 3363 Motor vehicle parts manufacturing"
"33631","NAICS 33631 Motor vehicle gasoline engine and parts mfg."
"336310","NAICS 336310 Motor vehicle gasoline engine and parts mfg."
"336311","NAICS07 336311 Carburetor, piston, ring, and valve mfg."
"336312","NAICS07 336312 Gasoline engine and engine parts mfg."
"33632","NAICS 33632 Motor vehicle electric equipment mfg."
"336320","NAICS 336320 Motor vehicle electric equipment mfg."
"336321","NAICS07 336321 Vehicular lighting equipment manufacturing"
"336322","NAICS07 336322 Other motor vehicle electric equipment mfg."
"33633","NAICS 33633 Motor vehicle steering and suspension parts"
"336330","NAICS 336330 Motor vehicle steering and suspension parts"
"33634","NAICS 33634 Motor vehicle brake system manufacturing"
"336340","NAICS 336340 Motor vehicle brake system manufacturing"
"33635","NAICS 33635 Motor vehicle power train components mfg."
"336350","NAICS 336350 Motor vehicle power train components mfg."
"33636","NAICS 33636 Motor vehicle seating and interior trim mfg."
"336360","NAICS 336360 Motor vehicle seating and interior trim mfg."
"33637","NAICS 33637 Motor vehicle metal stamping"
"336370","NAICS 336370 Motor vehicle metal stamping"
"33639","NAICS 33639 Other motor vehicle parts manufacturing"
"336390","NAICS 336390 Other motor vehicle parts manufacturing"
"336391","NAICS07 336391 Motor vehicle air-conditioning manufacturing"
"336399","NAICS07 336399 All other motor vehicle parts manufacturing"
"3364","NAICS 3364 Aerospace product and parts manufacturing"
"33641","NAICS 33641 Aerospace product and parts manufacturing"
"336411","NAICS 336411 Aircraft manufacturing"
"336412","NAICS 336412 Aircraft engine and engine parts mfg."
"336413","NAICS 336413 Other aircraft parts and equipment"
"336414","NAICS 336414 Guided missile and space vehicle mfg."
"336415","NAICS 336415 Space vehicle propulsion units and parts mfg."
"336419","NAICS 336419 Other guided missile and space vehicle parts"
"3365","NAICS 3365 Railroad rolling stock manufacturing"
"33651","NAICS 33651 Railroad rolling stock manufacturing"
"336510","NAICS 336510 Railroad rolling stock manufacturing"
"3366","NAICS 3366 Ship and boat building"
"33661","NAICS 33661 Ship and boat building"
"336611","NAICS 336611 Ship building and repairing"
"336612","NAICS 336612 Boat building"
"3369","NAICS 3369 Other transportation equipment manufacturing"
"33699","NAICS 33699 Other transportation equipment manufacturing"
"336991","NAICS 336991 Motorcycle, bicycle, and parts manufacturing"
"336992","NAICS 336992 Military armored vehicles and tank parts mfg."
"336999","NAICS 336999 All other transportation equipment mfg."
"337","NAICS 337 Furniture and related product manufacturing"
"3371","NAICS 3371 Household and institutional furniture mfg."
"33711","NAICS 33711 Wood kitchen cabinet and countertop mfg."
"337110","NAICS 337110 Wood kitchen cabinet and countertop mfg."
"33712","NAICS 33712 Other household and institutional furniture"
"337121","NAICS 337121 Upholstered household furniture manufacturing"
"337122","NAICS 337122 Nonupholstered wood household furniture mfg."
"337124","NAICS 337124 Metal household furniture manufacturing"
"337125","NAICS 337125 Household furniture, exc. wood or metal, mfg."
"337127","NAICS 337127 Institutional furniture manufacturing"
"337129","NAICS07 337129 Wood tv, radio, and sewing machine housings"
"3372","NAICS 3372 Office furniture and fixtures manufacturing"
"33721","NAICS 33721 Office furniture and fixtures manufacturing"
"337211","NAICS 337211 Wood office furniture manufacturing"
"337212","NAICS 337212 Custom architectural woodwork and millwork"
"337214","NAICS 337214 Office furniture, except wood, manufacturing"
"337215","NAICS 337215 Showcases, partitions, shelving, and lockers"
"3379","NAICS 3379 Other furniture related product manufacturing"
"33791","NAICS 33791 Mattress manufacturing"
"337910","NAICS 337910 Mattress manufacturing"
"33792","NAICS 33792 Blind and shade manufacturing"
"337920","NAICS 337920 Blind and shade manufacturing"
"339","NAICS 339 Miscellaneous manufacturing"
